genes	logFC_TgvDMSO_6h_QGP1	logCPM_TgvDMSO_6h_QGP1	F_TgvDMSO_6h_QGP1	PValue_TgvDMSO_6h_QGP1	FDR_TgvDMSO_6h_QGP1	logFC_TgvDMSO_24h_QGP1	logCPM_TgvDMSO_24h_QGP1	F_TgvDMSO_24h_QGP1	PValue_TgvDMSO_24h_QGP1	FDR_TgvDMSO_24h_QGP1	logFC_Tg_24hv6h_QGP1	logCPM_Tg_24hv6h_QGP1	F_Tg_24hv6h_QGP1	PValue_Tg_24hv6h_QGP1	FDR_Tg_24hv6h_QGP1
B3GNT3	-1.48445608880772	0.860765743356199	6.64032652850468	0.0264582237934908	0.105364698553765	-0.759382132470819	0.860765743356199	2.21207535384699	0.166123083053419	0.319667295812064	0.725073956336903	0.860765743356199	1.38905353186756	0.264396550578899	0.527324843206506
FYN	0.366808469645872	6.23926043996048	6.62798616020847	0.0264621907546975	0.105364698553765	0.379169391242488	6.23926043996048	7.11143597874903	0.0224961073606511	0.0797613136963869	0.0123609215966162	6.23926043996048	0.00758642047325503	0.93220974783706	0.973123473145416
FOXP2	1.18768762572518	2.79903302846164	6.62212953461997	0.0265343319394102	0.105622669061116	3.00652418973333	2.79903302846164	50.0252509536181	2.4765254513957e-05	0.000766762168852383	1.81883656400816	2.79903302846164	20.8340452269174	0.000885398688193651	0.0246983253487184
CHST8	-1.787215635974	-0.822723813692177	6.43559152980048	0.0265482583762182	0.105624423939043	-2.28134326183022	-0.822723813692177	10.1522925784595	0.00807487128274102	0.0399461435426507	-0.494127625856225	-0.822723813692177	0.260724857386985	0.619133043544473	0.80658007125948
RNF217	0.898467374849125	4.61644843774495	6.61840580989022	0.0265494775750998	0.105624423939043	0.477145116170227	4.61644843774495	1.8845815459121	0.19805997764232	0.358941546462668	-0.421322258678898	4.61644843774495	1.50471530231089	0.246404451424767	0.509244097438579
RMI2	-1.14346046938134	2.51586153859011	6.60927606789346	0.0266406160568277	0.105944833367718	-1.91335763186091	2.51586153859011	17.5494568072527	0.00162777028228702	0.0129053796221497	-0.769897162479566	2.51586153859011	2.49954591475711	0.143142795069586	0.38165290563277
FLJ20021	-1.32174964395767	0.696248248709522	6.62150103960196	0.0266447642320454	0.105944833367718	-0.0456159278855865	0.696248248709522	0.0113447044626086	0.917171200438485	0.955878116380003	1.27613371607208	0.696248248709522	6.04168980110723	0.0326039050363036	0.175426104775857
NPAS4	5.14326170029605	-0.554893822906526	6.8324767172443	0.0266770077829577	0.106024628541951	7.97423150832561	-0.554893822906526	43.3614379557477	7.4670765618319e-05	0.00154348232931334	2.83096980802956	-0.554893822906526	18.2329235028962	0.00179240873297447	0.0367853483684446
PINX1	0.577588893017835	3.16649015440777	6.6038562982172	0.0266839547471269	0.106024628541951	0.424755520158337	3.16649015440777	3.64178409582089	0.0836821003507701	0.198443415591643	-0.152833372859498	3.16649015440777	0.479382329967789	0.503536794494407	0.72877388572503
DNAJC24	0.546867948359094	4.73588670053149	6.60251059287077	0.026694098141386	0.106024628541951	0.0975712214455233	4.73588670053149	0.21104407314009	0.65519527645766	0.782428038628933	-0.449296726913571	4.73588670053149	4.49715816920597	0.0583381250014884	0.237350751563688
FAM118A	0.465048876954998	4.11353087012717	6.60254067819063	0.0266943534342361	0.106024628541951	0.277164188302944	4.11353087012717	2.37232735729028	0.152703606044515	0.302476310871848	-0.187884688652054	4.11353087012717	1.09588329883513	0.318374643960847	0.57742332219941
ENTPD2	-0.920654491073661	1.54332718316365	6.59728308758956	0.0267649027804341	0.106275454213299	-0.788318117178555	1.54332718316365	5.24972786943587	0.0434709340498099	0.126340974824918	0.132336373895106	1.54332718316365	0.122276878038448	0.733410254255931	0.871983092993521
ISOC1	-0.445497108901575	5.1751712572016	6.59262968392121	0.0267842919253841	0.106321671838199	-0.171230515594136	5.1751712572016	0.992369357174299	0.341283045749339	0.519097113312335	0.274266593307439	5.1751712572016	2.49755320726336	0.143273894942515	0.38165290563277
GLCCI1	-0.502594061738362	5.28815169763246	6.59185997666907	0.0267913442888961	0.106321671838199	-0.41730038873156	5.28815169763246	4.6056164890644	0.0558438453934243	0.1506495666663	0.0852936730068017	5.28815169763246	0.189747172465703	0.671833361369399	0.838828269549173
RPARP-AS1	-0.630147388853127	3.54498679637495	6.58576011333974	0.0268489411579381	0.106520819849472	-0.230380564377913	3.54498679637495	0.923624121273775	0.357861874420958	0.534202483102679	0.399766824475214	3.54498679637495	2.63180600302612	0.13397676476265	0.369426142529796
MRPL18	0.451206420528458	5.23076408415421	6.57823284715163	0.0269167219586012	0.106721216705288	0.365399259901131	5.23076408415421	4.34501445454533	0.0620704703028316	0.161628489463563	-0.085807160627327	5.23076408415421	0.240735596746909	0.633638528501352	0.815086071527667
ZNF385A	-0.482667661778905	4.67749643773903	6.57786982616987	0.0269204172265946	0.106721216705288	-1.01780113771578	4.67749643773903	28.7963486799888	0.000255856782583385	0.00363383771701924	-0.535133475936877	4.67749643773903	7.87732325382333	0.0175791136510096	0.127099673085634
BRD8	-0.473797614591161	6.46046572659782	6.57766997104128	0.0269217380857556	0.106721216705288	-0.271804167159595	6.46046572659782	2.18477321870395	0.168366863064732	0.322888580268047	0.201993447431566	6.46046572659782	1.19795964713991	0.297891678445651	0.561137075317101
PCDHGA11	-1.23226208494245	0.0636805397712047	6.59970495150325	0.0269345586488449	0.106742584703257	-1.21972869803562	0.0636805397712047	7.09787650594803	0.0227965203357355	0.0803865515815358	0.0125333869068277	0.0636805397712047	0.000504794857300703	0.98249542989099	0.992773318671831
ITGB8	-0.773180833735351	3.85618349996559	6.56731743269882	0.0270188584128268	0.107047137330025	-0.52177158610546	3.85618349996559	3.13148527720354	0.105409040185933	0.232648067492873	0.251409247629891	3.85618349996559	0.686924298768166	0.425418618336992	0.66663503499206
WNT4	-1.50496683092161	-0.800036036296631	6.46511078351277	0.0270516671817613	0.107143677211644	-0.701218665053054	-0.800036036296631	1.98054445589737	0.186523037993794	0.345027677322056	0.803748165868556	-0.800036036296631	1.52684704961414	0.24192176036828	0.504785477044403
ABTB1	-0.904026435051228	2.31709854948151	6.564285829036	0.0270581415093863	0.107143677211644	0.600770715698261	2.31709854948151	3.62192180946272	0.0844317190355679	0.199694777027489	1.50479715074949	2.31709854948151	19.1154154113287	0.00120659354902852	0.0294569355234262
LIMD2	-1.05802203947035	2.26240692047294	6.56095668209498	0.0270856986890336	0.107198296885164	-0.652897750082084	2.26240692047294	2.75807539255596	0.125929778121833	0.263328203125875	0.405124289388263	2.26240692047294	0.908794029629655	0.361603142662892	0.616519196237254
RPLP0P2	-0.77270695152512	2.59208813165684	6.5594399983902	0.0270969163023651	0.107198296885164	-1.48675080591849	2.59208813165684	23.204883985881	0.000592330739423026	0.00642220634154807	-0.714043854393372	2.59208813165684	4.89726663402301	0.0497639849381726	0.218626730159568
PALM	-0.867154261136771	4.27517118408457	6.55806294859187	0.0271043176056974	0.107198296885164	-0.551827197154264	4.27517118408457	2.75762147074614	0.125945154091458	0.263328203125875	0.315327063982507	4.27517118408457	0.860428265407991	0.374186080894226	0.626814043624819
PLS1	-0.484859086438547	6.70633388265228	6.55785939255058	0.0271053112048242	0.107198296885164	-0.727746543830182	6.70633388265228	14.7257150641541	0.00293003830306875	0.0194540637205371	-0.242887457391635	6.70633388265228	1.64430113814953	0.226973581054137	0.486309092531503
LOXL1	-1.06458546621667	0.964840679029005	6.56489056328138	0.0271092449243909	0.107198296885164	-1.16088356317215	0.964840679029005	8.21373405643107	0.0158870718603543	0.0630653977192178	-0.0962980969554723	0.964840679029005	0.0436859751433366	0.838401225091145	0.92909493288945
CHAF1B	-0.709930859089984	4.07327994558735	6.55639811589659	0.0271202074474507	0.107212135440307	-1.47702722556822	4.07327994558735	27.3736006647364	0.000312876528409877	0.00412365523590485	-0.76709636647824	4.07327994558735	7.21212425069585	0.0217638561292164	0.140761541188904
LINC01004	-0.808252738974621	3.90736229492077	6.55435036961633	0.0271392762231521	0.107239736991807	-0.675467264830004	3.90736229492077	4.72057721101738	0.0533426571959078	0.145771469141414	0.132785474144617	3.90736229492077	0.174376738486386	0.684554853388187	0.846121753403168
CDK17	-0.493710851813192	4.94633349363907	6.55394411751335	0.0271421191495343	0.107239736991807	-0.390792565971726	4.94633349363907	4.17886745157251	0.0664874156397226	0.169144362153401	0.102918285841466	4.94633349363907	0.284334650537906	0.60483489638505	0.796941953725363
MESD	0.510150779464335	6.05062673666831	6.55256497134044	0.0271546364393821	0.107245281062436	0.24073064134423	6.05062673666831	1.46759320549814	0.251948388866725	0.422295012770899	-0.269420138120105	6.05062673666831	1.84313377339068	0.202683456702341	0.459484068011019
EIF4E3	-0.596948657277142	5.60586460440401	6.55216496267404	0.0271584527707882	0.107245281062436	-0.63477388266782	5.60586460440401	7.4666229055872	0.0200336393840446	0.0734475816976972	-0.0378252253906775	5.60586460440401	0.0262798022829594	0.87425677655672	0.947177439820048
NTMT1	0.697771974816343	4.19394371552844	6.55026250428229	0.0271769331728836	0.107288766683607	0.45888520947091	4.19394371552844	2.85017358782663	0.120423208963895	0.255501376454781	-0.238886765345434	4.19394371552844	0.785582173744808	0.395034423462011	0.643017653814126
TMED2	0.732204501922133	9.17323000631827	6.54785310955256	0.0271986032635618	0.107344817166024	0.497774130077168	9.17323000631827	3.04427269543281	0.109797112656968	0.239863947753954	-0.234430371844965	9.17323000631827	0.678334639303053	0.42823851214807	0.668340517709851
NCKAP5L	0.708829571433005	5.03284846249661	6.5423403423341	0.0272505309040071	0.107520221633333	1.08555869961679	5.03284846249661	15.3829209211383	0.00253943283576979	0.017547615256695	0.376729128183785	5.03284846249661	1.90888059651774	0.19541317264038	0.451501451257453
COPS7A	-0.510282039008794	5.11064556665083	6.53746545816324	0.0272961373823848	0.107654855902181	-0.615861151445704	5.11064556665083	9.5739841995386	0.01059571025601	0.0477964088080995	-0.10557911243691	5.11064556665083	0.277728583252373	0.609007369133415	0.799786328355541
PRPF40B	-0.456485866785517	3.45428246709149	6.53726107179439	0.0272997682302127	0.107654855902181	-0.00777925310164301	3.45428246709149	0.00201505601681263	0.965027066832231	0.981283893127961	0.448706613683874	3.45428246709149	6.33711131988981	0.0292588321682391	0.167224837467952
MMADHC	0.515759107104332	7.18799399937722	6.53610102869205	0.0273086784035532	0.107654855902181	0.655236347432612	7.18799399937722	10.5428607429322	0.00810674437832588	0.0400486553435453	0.139477240328279	7.18799399937722	0.481885369251623	0.502446875585168	0.72785638949849
PTPRE	0.524498223276706	4.1043705777798	6.53557138155876	0.0273146282725497	0.107654855902181	0.128078482784593	4.1043705777798	0.39148115053074	0.544711417650864	0.69634494589492	-0.396419740492113	4.1043705777798	3.78254152810595	0.0786902997414	0.275215195950213
ANKRD44	-0.461400709248739	4.42313813997883	6.53359100796705	0.0273330299862687	0.107679350978722	-0.459213843766506	4.42313813997883	6.58474163043817	0.026857333017125	0.0901267101434286	0.00218686548223294	4.42313813997883	0.00014585511784094	0.990587652422113	0.996848789261324
ARHGEF11	-0.366119340546052	6.7164581985153	6.53321079085923	0.0273358341235834	0.107679350978722	-0.174182290910451	6.7164581985153	1.48854673864304	0.248798071764018	0.41916654145208	0.1919370496356	6.7164581985153	1.79777618821496	0.20790859509778	0.464707650053432
CSRNP2	0.351918785000928	6.21856464378909	6.52948184860583	0.0273709215807548	0.107788009711931	0.691193553784714	6.21856464378909	25.2078733377489	0.000431455213075734	0.00517386109436227	0.339274768783786	6.21856464378909	6.12054079555255	0.0315714446806564	0.172961640376118
ABCC8	-0.385177024871317	5.85800419416799	6.52790392095002	0.0273858694773343	0.10781732006341	-1.58788982680343	5.85800419416799	105.090754391893	7.62349438591088e-07	9.05116697090874e-05	-1.20271280193211	5.85800419416799	60.8950778317182	1.01184257046268e-05	0.00266344272599892
ZNF584	0.592095789523054	3.46571609933509	6.52634905381949	0.0274024718299056	0.107853126111897	0.817582394173485	3.46571609933509	12.7624759562199	0.00460842011993022	0.0269562554735006	0.225486604650432	3.46571609933509	0.997220317684953	0.340158550435529	0.596814574445141
CXXC1	0.382875601172257	5.65051495298145	6.51606768606786	0.0274975810413332	0.108197822306161	0.460120150631946	5.65051495298145	9.46438073963697	0.0109313638009837	0.0487399045204631	0.0772445494596884	5.65051495298145	0.267828965780099	0.615382084233058	0.804566711147807
MYDGF	0.595966406916443	6.92445490911871	6.51104400223891	0.0275451709261457	0.108355401293814	0.878609678039787	6.92445490911871	14.0916939524706	0.0033767880977202	0.0214979265816562	0.282643271123345	6.92445490911871	1.48087883374223	0.249944656836083	0.512904670029506
SDCBP2-AS1	-0.620502129629973	3.16345352348482	6.50855673344937	0.0275717645703439	0.108380199233777	0.0341558255652979	3.16345352348482	0.0214862244164151	0.886203263141665	0.939086956140861	0.65465795519527	3.16345352348482	7.31180580214092	0.0210674330000515	0.138768795267648
UBXN4	0.548615112717786	8.81364576853883	6.50753490544483	0.0275784822883793	0.108380199233777	0.339223411349504	8.81364576853883	2.49817902896866	0.143228378962371	0.288788616445392	-0.209391701368282	8.81364576853883	0.953740232393325	0.350453872532468	0.606873232015602
F8	-0.684504093714853	2.52785237262465	6.50791268855462	0.0275808877520373	0.108380199233777	-0.184239300667551	2.52785237262465	0.52162672176782	0.485726535655241	0.649111387090529	0.500264793047302	2.52785237262465	3.42997050649496	0.0919571895646018	0.301061300201702
CD8A	-1.41479074590678	-0.244840249259399	6.48317629841169	0.0275816517053244	0.108380199233777	-0.104484840492223	-0.244840249259399	0.0556413139433546	0.817949619063464	0.897408295972638	1.31030590541455	-0.244840249259399	5.3164276974629	0.0420883154320374	0.199222648928056
GNAI3	0.385269268016934	7.57712051270676	6.50523671157995	0.0276003298001269	0.108423937081931	0.062935471311527	7.57712051270676	0.1741726948176	0.684727584138463	0.804053986736403	-0.322333796705407	7.57712051270676	4.56113857168194	0.0568502515963671	0.234350276738425
ATG3	0.69901579634578	6.04952947399527	6.50250969501265	0.0276262930864613	0.108478994560652	0.218512293039917	6.04952947399527	0.640478326245511	0.441043214895621	0.609643685672135	-0.480503503305863	6.04952947399527	3.1036574704663	0.106783529057011	0.326533030743512
ZNF436-AS1	-1.19733044176345	0.520772836542143	6.51587246004655	0.02762944738253	0.108478994560652	0.200363711992233	0.520772836542143	0.273466512486656	0.611804681014467	0.748908149919379	1.39769415375569	0.520772836542143	9.13803329220245	0.0120954721343823	0.104471245820619
VMP1	0.373515150417939	7.00209854343632	6.49947122984145	0.0276552294881131	0.108550553777659	0.351627185223968	7.00209854343632	5.77562650963181	0.0357336985115669	0.110425848350246	-0.0218879651939709	7.00209854343632	0.0224374317138897	0.883731267945199	0.951629067933493
FAM78A	-1.08098202856593	0.773588915202581	6.50707421095266	0.0276890569802	0.108653644517223	-0.312351456413939	0.773588915202581	0.702871229896242	0.420358056841478	0.590944695624295	0.768630572151994	0.773588915202581	3.08776559876019	0.107736839238984	0.328553007179346
NBPF3	0.522239219232604	4.23130831716137	6.49281213472711	0.0277196186765278	0.10874386726024	0.419219791929864	4.23130831716137	4.24027795947814	0.0648119497753224	0.165940702930923	-0.10301942730274	4.23130831716137	0.258100161165212	0.62179670541946	0.807895055609534
GUSBP2	-0.964551829263424	0.550153781251856	6.50337189118241	0.0277467107366963	0.108801045777687	-0.821801126846481	0.550153781251856	5.32520141954449	0.0423724357233685	0.124412882418233	0.142750702416943	0.550153781251856	0.120630561618693	0.735169681290039	0.872919054584073
CCNT2-AS1	-0.778454239769395	0.705922823476729	6.5044865564833	0.0277493409250622	0.108801045777687	-1.83232080524937	0.705922823476729	30.9373243372861	0.000196844926121052	0.00299245948005823	-1.05386656547997	0.705922823476729	8.21442019932585	0.0159388210687178	0.121151906599577
GOPC	0.50620380819979	6.62601144890135	6.48342439297006	0.0278087219698644	0.109004120005204	0.240470938847982	6.62601144890135	1.47073298833243	0.251472868940998	0.421827329107315	-0.265732869351809	6.62601144890135	1.79897404196088	0.207768327998609	0.46470493539281
